"","DATE","brazil","canada","china","denmark","hong kong","india","japan","s korea","malaysia","mexico","norway","sweden","s africa","singapore","sri lanka","switzerland","taiwan","thailand","australia","euro","new zealand","uk","venezuela"
"9286",2006-08-07,2.1775,1.1182,7.968,5.7986,7.7755,46.51,114.85,962.3,3.66,10.8805,6.129,7.1388,6.784,1.5725,103.94,1.2223,32.81,37.71,1.30941469163284,0.777181938291754,1.60179400929041,0.523505392105539,2.1446
"9287",2006-08-08,2.1849,1.1203,7.9712,5.8091,7.776,46.47,115.01,963.4,3.665,10.911,6.1645,7.1534,6.8225,1.5732,103.95,1.2261,32.81,37.56,1.31423314495992,0.778876859568502,1.5976993129893,0.524191434711957,2.1446
"9288",2006-08-09,2.167,1.1197,7.9745,5.7888,7.7769,46.4,115.14,959.3,3.661,10.8315,6.1555,7.1194,6.723,1.5722,103.96,1.2228,32.77,37.53,1.30429111777749,0.775915580384854,1.58503724837534,0.523861910000524,2.1446
"9289",2006-08-10,2.1655,1.1262,7.969,5.8447,7.7768,46.32,115.59,957.6,3.66,10.895,6.2298,7.2051,6.796,1.572,103.88,1.2373,32.54,37.5,1.30361100247686,0.783392087739914,1.5785319652723,0.529436679373147,2.1446
"9290",2006-08-11,2.1615,1.1206,7.9725,5.8482,7.7772,46.5,116.18,961.4,3.673,10.816,6.2496,7.2161,6.7705,1.5792,103.93,1.2388,32.61,37.32,1.30327121073895,0.783883358156306,1.5748031496063,0.527648796960743,2.1446
"9291",2006-08-14,2.1555,1.124,7.9928,5.8585,7.7785,46.52,116.53,965.6,3.678,10.8005,6.2995,7.2419,6.8425,1.5795,103.94,1.2403,32.71,37.35,1.3159626266614,0.785237534354142,1.58353127474268,0.529044545550735,2.1446
"9292",2006-08-15,2.1458,1.1225,8,5.8345,7.7789,46.47,115.96,965.5,3.68,10.8135,6.2601,7.2095,6.853,1.5772,103.99,1.2372,32.7,37.39,1.30736043927311,0.781983109164842,1.57654106889484,0.527760185771585,2.1446
"9293",2006-08-16,2.129,1.116,7.9827,5.7985,7.7768,46.47,115.71,964.9,3.68,10.7405,6.2673,7.1434,6.7455,1.5728,103.96,1.2272,32.7,37.37,1.29886998311469,0.777363184079602,1.55545185876497,0.526343491762724,2.1446
"9294",2006-08-17,2.1315,1.116,7.9685,5.7979,7.7748,46.36,115.44,960.6,3.67,10.7505,6.2698,7.1414,6.7708,1.5727,103.97,1.2276,32.59,37.54,1.30907186804556,0.777000777000777,1.55690487311225,0.527983104540655,2.1446
"9295",2006-08-18,2.149,1.1234,7.9736,5.8246,7.7732,46.38,115.79,958.3,3.668,10.839,6.2958,7.1915,6.986,1.5736,103.98,1.2339,32.62,37.53,1.31943528169943,0.78064012490242,1.56396621832968,0.531688643130583,2.1446
"9296",2006-08-21,2.1364,1.1183,7.9698,5.7774,7.7752,46.4,115.86,956.4,3.667,10.8055,6.2253,7.1226,7.0375,1.5712,103.99,1.2226,32.65,37.46,1.30890052356021,0.77435341489856,1.55860349127182,0.527203711514129,2.1446
"9297",2006-08-22,2.1303,1.1153,7.9663,5.8271,7.7764,46.44,116.61,956.1,3.6745,10.8,6.2838,7.1816,7.12,1.574,103.9,1.2341,32.72,37.61,1.31147540983607,0.781005935645111,1.56690692572861,0.529632964355702,2.1446
"9298",2006-08-23,2.1346,1.11,7.9698,5.8301,7.777,46.45,116.43,955.4,3.674,10.848,6.2898,7.1833,7.123,1.5728,103.68,1.2357,32.74,37.59,1.31095962244363,0.781616382679381,1.56128024980484,0.528289925511121,2.1446
"9299",2006-08-24,2.1633,1.111,7.9694,5.8467,7.7766,46.42,116.38,958.9,3.678,10.922,6.343,7.2015,7.1505,1.5775,103.5,1.2381,32.81,37.65,1.31027253668763,0.783699059561129,1.56936597614564,0.52954882440161,2.1446
"9300",2006-08-25,2.1593,1.1078,7.969,5.8435,7.7796,46.41,117.31,961.8,3.6785,10.964,6.302,7.2448,7.1915,1.5802,103.27,1.2375,32.85,37.67,1.32135306553911,0.783269366335083,1.57282164202579,0.52954882440161,2.1446
"9301",2006-08-28,2.1468,1.112,7.9706,5.8341,7.779,46.47,117.15,963.7,3.6795,10.932,6.2843,7.2387,7.1975,1.5783,103.2,1.2358,32.91,37.65,1.31821776957553,0.782227784730914,1.56568028808517,0.527203711514129,2.1446
"9302",2006-08-29,2.1431,1.111,7.9615,5.843,7.7776,46.45,116.92,960.8,3.6795,10.903,6.3147,7.2302,7.15,1.5755,102.75,1.2356,32.82,37.56,1.31457867753385,0.783208020050125,1.55884645362432,0.528708892883578,2.1446
"9303",2006-08-30,2.1325,1.1099,7.959,5.8145,7.7774,46.37,117.07,961.1,3.677,10.8765,6.315,7.2076,7.08,1.574,102.48,1.2293,32.87,37.58,1.3080444735121,0.779727095516569,1.53798831128883,0.525154920701607,2.1446
"9304",2006-08-31,2.141,1.1066,7.9538,5.8308,7.7767,46.43,117.35,961.1,3.68,10.912,6.3186,7.2428,7.2,1.573,102.19,1.2336,32.86,37.56,1.31061598951507,0.781677479871805,1.52788388082506,0.52565180824222,2.1446
"9305",2006-09-01,2.1397,1.1056,7.9533,5.8125,7.778,46.38,117.21,960.3,3.6655,10.894,6.335,7.2666,7.2155,1.5721,102.18,1.2308,32.85,37.48,1.30497194310322,0.779241019247253,1.52671755725191,0.5249343832021,2.1446
"9307",2006-09-05,2.125,1.1111,7.9495,5.8228,7.7776,46.19,116.04,956.5,3.64,10.836,6.3423,7.2601,7.163,1.5676,102.11,1.2347,32.71,37.35,1.29802699896158,0.78064012490242,1.54583397743082,0.528373665856494,2.1446
"9308",2006-09-06,2.1452,1.1052,7.947,5.8327,7.7772,46.13,116.73,957,3.647,10.9355,6.3843,7.2894,7.302,1.5704,102.15,1.2378,32.8,37.35,1.30565347956652,0.782044263705326,1.5420200462606,0.531632110579479,2.1446
"9309",2006-09-07,2.153,1.1099,7.9409,5.8476,7.7767,46.14,116.3,956.1,3.645,11.015,6.4653,7.3242,7.355,1.5697,102.23,1.2405,32.79,37.35,1.31578947368421,0.783883358156306,1.54249575813667,0.532963811757182,2.1446
"9310",2006-09-08,2.1545,1.1191,7.9485,5.8869,7.7781,46.06,116.89,956.2,3.659,11.01,6.509,7.345,7.385,1.5722,102.45,1.248,32.89,37.44,1.3262599469496,0.789079144638207,1.56985871271586,0.536049316537121,2.1446
"9311",2006-09-11,2.1756,1.1216,7.9545,5.8744,7.7785,46.19,117.57,957.3,3.67,11.0651,6.5573,7.3009,7.4325,1.5764,102.52,1.2451,32.92,37.49,1.33155792276964,0.787463579809434,1.56494522691706,0.536768652710682,2.1446
"9312",2006-09-12,2.1696,1.1186,7.9464,5.8774,7.7793,46.27,117.82,959.2,3.673,11.032,6.5292,7.2867,7.32,1.5771,102.5,1.2482,32.91,37.42,1.32837407013815,0.787835815016151,1.55400155400155,0.533418680322185,2.1446
"9313",2006-09-13,2.163,1.1191,7.949,5.8698,7.7808,46.18,117.47,958.7,3.67,11.001,6.6007,7.2738,7.33,1.5756,102.4,1.2491,32.88,37.35,1.32678784662332,0.786905886056028,1.54846701765252,0.532850215804337,2.1446
"9314",2006-09-14,2.155,1.1158,7.9462,5.8577,7.7819,46.12,117.47,957.4,3.672,10.9846,6.5212,7.241,7.3925,1.5782,102.46,1.2499,32.91,37.3,1.32485426603074,0.785175879396985,1.51308821304282,0.52949274594938,2.1446
"9315",2006-09-15,2.1535,1.1192,7.9429,5.8981,7.7825,45.95,117.72,956.2,3.669,10.9455,6.537,7.282,7.3825,1.5839,102.43,1.258,32.93,37.24,1.33031794598909,0.790638836179633,1.50852315583044,0.532396315817494,2.1446
"9316",2006-09-18,2.1405,1.1169,7.9465,5.8865,7.7841,46.09,118.02,956.2,3.678,10.9275,6.5655,7.2541,7.317,1.5878,102.46,1.2541,32.91,37.27,1.32678784662332,0.789203693473286,1.50262960180316,0.532679912640494,2.1446
"9317",2006-09-19,2.156,1.1229,7.9357,5.8825,7.7862,46.08,117.6,951.8,3.68,10.9385,6.5057,7.2501,7.353,1.59,102.52,1.2512,32.89,37.42,1.32643586682584,0.788456989671213,1.50784077201448,0.531123858083705,2.1446
"9318",2006-09-20,2.1729,1.1272,7.9264,5.8736,7.7855,45.83,117.29,950.7,3.678,10.94,6.5248,7.2632,7.395,1.5846,102.56,1.2498,32.9,37.78,1.32555673382821,0.787339579560664,1.51057401812689,0.529268550862708,2.1446
"9319",2006-09-21,2.1805,1.12,7.9248,5.8611,7.7834,45.74,116.76,944.1,3.67,10.9905,6.5296,7.2746,7.575,1.5807,102.44,1.2519,32.92,37.42,1.32275132275132,0.785545954438335,1.51103052281656,0.527148128624143,2.1446
"9320",2006-09-22,2.2126,1.1171,7.9195,5.8298,7.7827,45.77,116.45,946.7,3.674,11.0705,6.5466,7.2411,7.605,1.5843,102.47,1.2349,32.93,37.33,1.33102622121656,0.781494216942795,1.51607034566404,0.525983589312013,2.1446
"9321",2006-09-25,2.2308,1.1163,7.9212,5.851,7.7837,45.83,116.43,943.7,3.6785,11.103,6.5547,7.3,7.7,1.586,102.48,1.2385,32.94,37.46,1.33031794598909,0.784498313328626,1.49566257852229,0.526288090100521,2.1446
"9322",2006-09-26,2.205,1.1159,7.9135,5.8797,7.7866,45.77,117.16,943.7,3.678,11.045,6.5322,7.3286,7.6485,1.589,102.49,1.2436,32.94,37.49,1.33102622121656,0.788208402301569,1.5001500150015,0.527593120185713,2.1446
"9323",2006-09-27,2.1851,1.115,7.9019,5.8719,7.7878,45.76,117.53,943.4,3.681,11.0135,6.5072,7.3028,7.6325,1.5877,103.5,1.2451,32.96,37.53,1.33422281521014,0.787463579809434,1.52091254752852,0.530054065514682,2.1446
"9324",2006-09-28,2.174,1.1108,7.8965,5.8734,7.7884,45.78,117.84,944.6,3.685,11.0505,6.4625,7.2905,7.6675,1.5867,103.8,1.2474,32.99,37.51,1.33564845732603,0.787587619122627,1.52439024390244,0.533447135388883,2.1446
"9325",2006-09-29,2.1664,1.1151,7.904,5.8775,7.7913,45.95,117.99,946,3.685,10.9775,6.5053,7.3127,7.7585,1.5859,103.75,1.2504,33.1,37.56,1.34030290845731,0.788208402301569,1.53139356814701,0.534302201325069,2.1446
"9326",2006-10-02,2.157,1.1154,7.904,5.8513,7.7911,45.97,117.66,947.6,3.687,10.971,6.5549,7.3226,7.7201,1.5841,103.94,1.2426,33.13,37.59,1.33618385889898,0.784682988072819,1.52114390021296,0.530194581411378,2.1446
"9327",2006-10-03,2.1713,1.121,7.904,5.8586,7.7907,45.68,117.84,947.6,3.6855,11.0435,6.5847,7.3251,7.8725,1.5818,103.9,1.2453,33.05,37.55,1.3437248051599,0.785731122809775,1.51607034566404,0.529857468341016,2.1446
"9328",2006-10-04,2.167,1.1286,7.904,5.8769,7.7917,45.65,118.02,948.9,3.69,11.056,6.637,7.3502,7.935,1.5845,103.92,1.2517,33.12,37.58,1.34462821029985,0.788208402301569,1.51057401812689,0.530813737459525,2.1446
"9329",2006-10-05,2.1656,1.1269,7.904,5.8765,7.7865,45.57,117.69,948.9,3.6835,11.0166,6.618,7.3072,7.82,1.5841,104.1,1.2529,33.09,37.57,1.34246207544637,0.788208402301569,1.50693188667872,0.532708288940976,2.1446
"9330",2006-10-06,2.166,1.1261,7.904,5.917,7.7852,45.42,118.89,948.9,3.69,11.0576,6.6875,7.3537,7.805,1.5893,104.23,1.2607,33.09,37.51,1.34517083669626,0.793650793650794,1.51584053357587,0.534416417272339,2.1446
"9332",2006-10-10,2.1451,1.1318,7.91,5.9446,7.7928,45.67,119.68,959.2,3.693,11.059,6.687,7.394,7.7525,1.5904,104.86,1.2691,33.09,37.46,1.3437248051599,0.79738457858225,1.51515151515152,0.539141686435195,2.1446
"9333",2006-10-11,2.15,1.1357,7.9168,5.9416,7.7927,45.55,119.49,957.9,3.694,11.012,6.7234,7.375,7.691,1.5876,105.1,1.2702,33.29,37.42,1.34336378291241,0.797003267713398,1.5124016938899,0.53856096510125,2.1446
"9334",2006-10-12,2.149,1.1356,7.9143,5.946,7.7906,45.52,119.53,957.6,3.6925,10.94,6.743,7.3918,7.5685,1.5836,105.45,1.2708,33.23,37.48,1.33209004928733,0.797638988593762,1.51469251741896,0.538851169307037,2.1446
"9335",2006-10-13,2.141,1.1367,7.9,5.9635,7.7889,45.31,119.81,953.9,3.681,10.875,6.735,7.42,7.4935,1.5876,105.8,1.2752,33.12,37.44,1.33226751931788,0.799872020476724,1.52137532329226,0.539054498409789,2.1446
"9336",2006-10-16,2.132,1.1384,7.912,5.9542,7.7837,45.35,119.25,955.2,3.682,10.833,6.7749,7.3957,7.5225,1.5843,106.78,1.2715,33.23,37.4,1.32678784662332,0.798849656494648,1.51906425641805,0.53746103407503,2.1446
"9337",2006-10-17,2.136,1.1379,7.9081,5.9336,7.7802,45.19,118.63,954.2,3.674,10.8685,6.7486,7.3662,7.615,1.5775,107.4,1.2645,33.15,37.33,1.3262599469496,0.795924864692773,1.50195253829979,0.533788833137611,2.1446
"9338",2006-10-18,2.131,1.1375,7.9066,5.9567,7.7839,45.28,119.09,955.2,3.671,10.8238,6.7802,7.3988,7.5925,1.5761,107,1.2721,33.18,37.37,1.32661183337755,0.798977309044423,1.50670483652253,0.535475234270415,2.1446
"9339",2006-10-19,2.1355,1.1325,7.9102,5.9194,7.7875,45.22,118.35,957.1,3.673,10.7985,6.7124,7.3429,7.4975,1.5739,105.75,1.2621,33.19,37.28,1.31821776957553,0.794028902652057,1.49767859817283,0.533049040511727,2.1446
"9340",2006-10-20,2.1425,1.125,7.9028,5.9094,7.7847,45.18,118.73,957.1,3.674,10.8205,6.6789,7.3079,7.532,1.5742,104.75,1.2587,33.2,37.28,1.31926121372032,0.792832791564259,1.49790293588975,0.531123858083705,2.1446
"9341",2006-10-23,2.1375,1.1281,7.8981,5.9419,7.7815,45.3,119.32,959.3,3.674,10.8495,6.7108,7.3382,7.6775,1.5766,105.5,1.268,33.27,37.26,1.31995776135164,0.79719387755102,1.50852315583044,0.534473543559594,2.1446
"9342",2006-10-24,2.1435,1.1271,7.9023,5.9332,7.7812,45.18,119.25,958.2,3.674,10.8175,6.671,7.322,7.7225,1.5743,106.45,1.2658,33.31,37.2,1.31856540084388,0.795861520095503,1.50875075437538,0.533475593491598,2.1446
"9343",2006-10-25,2.1463,1.1249,7.901,5.9198,7.7818,45.36,119.13,955.5,3.674,10.783,6.6074,7.3238,7.588,1.5716,106.35,1.2648,33.31,37.07,1.31527028804419,0.794218092288142,1.51308821304282,0.532708288940976,2.1446
"9344",2006-10-26,2.134,1.1254,7.8949,5.8817,7.7809,45.19,118.62,949.5,3.666,10.733,6.5475,7.281,7.51,1.5675,106.4,1.2567,33.26,36.98,1.312163758037,0.789328281632331,1.52671755725191,0.529773257045984,2.1446
"9345",2006-10-27,2.135,1.1185,7.8886,5.8571,7.7751,45.07,117.61,947.2,3.65,10.7065,6.5442,7.2421,7.4269,1.5597,107.2,1.2496,33.28,36.7,1.30123617436565,0.785854616895874,1.51057401812689,0.527203711514129,2.1446
"9346",2006-10-30,2.1405,1.1235,7.8728,5.8597,7.7746,44.9,117.38,944.3,3.641,10.762,6.5626,7.24,7.5015,1.5612,107.4,1.2488,33.22,36.73,1.30005200208008,0.786348981678069,1.50262960180316,0.525624178712221,2.1446
"9347",2006-10-31,2.135,1.1227,7.8785,5.8352,7.778,44.9,116.82,942.2,3.651,10.767,6.532,7.2111,7.385,1.5575,107.8,1.2424,33.26,36.71,1.29148908691722,0.782901432709622,1.49097957357984,0.523999161601341,2.1446
"9348",2006-11-01,2.1388,1.1313,7.8714,5.8369,7.7765,44.79,117.01,939.1,3.6485,10.7505,6.4761,7.205,7.363,1.5602,107.9,1.2433,33.16,36.66,1.28998968008256,0.783024038837992,1.48522204069508,0.523807029490336,2.1446
"9349",2006-11-02,2.1425,1.1361,7.872,5.8326,7.7762,44.82,117.12,938.7,3.648,10.8355,6.4527,7.1945,7.4135,1.5612,107.7,1.2443,33.02,36.67,1.29182276191707,0.782472613458529,1.48367952522255,0.523889354568315,2.1446
"9350",2006-11-03,2.1432,1.129,7.8715,5.8681,7.7774,44.76,118.06,937,3.6455,10.802,6.4873,7.2096,7.39,1.5618,106.7,1.2549,32.91,36.71,1.29886998311469,0.787091696182605,1.49253731343284,0.526011256640892,2.1446
"9351",2006-11-06,2.1337,1.129,7.875,5.8642,7.7818,44.8,118.4,942.1,3.657,10.825,6.5019,7.1954,7.3733,1.5662,107.28,1.2566,32.95,36.7,1.29752173348904,0.786472670074715,1.49633398174473,0.52723150735488,2.1446
"9352",2006-11-07,2.135,1.1276,7.872,5.823,7.7848,44.62,117.44,938.2,3.646,10.811,6.4347,7.1381,7.3,1.5592,107.25,1.246,32.78,36.64,1.28865979381443,0.780883960643448,1.4883167137967,0.523615038223898,2.1446
"9353",2006-11-08,2.1428,1.1275,7.8651,5.8362,7.7838,44.59,117.74,934.7,3.64,10.866,6.4518,7.1451,7.2925,1.5603,107.15,1.2494,32.85,36.68,1.29752173348904,0.782778864970646,1.49678191887442,0.524741564779346,2.1446
"9354",2006-11-09,2.141,1.1291,7.8645,5.8081,7.7838,44.46,117.92,936.2,3.64,10.8628,6.4197,7.0765,7.21,1.5593,107.4,1.2421,32.89,36.64,1.30072840790843,0.779119594857811,1.50353330326267,0.524466355483296,2.1446
"9355",2006-11-10,2.149,1.1306,7.8635,5.7985,7.7824,44.55,117.47,933.7,3.636,10.912,6.3659,7.0647,7.2222,1.5553,107.5,1.2388,32.77,36.58,1.30327121073895,0.777544514423451,1.50105073551486,0.523012552301255,2.1446
"9356",2006-11-13,2.1635,1.1377,7.8642,5.8215,7.7844,44.83,118.14,934.7,3.634,10.924,6.4157,7.0922,7.2565,1.5588,107.77,1.2441,32.77,36.52,1.31078778345786,0.78064012490242,1.51607034566404,0.52565180824222,2.1446
"9357",2006-11-14,2.1555,1.1393,7.864,5.8209,7.7842,45.05,117.72,936.7,3.645,10.8655,6.4269,7.0704,7.245,1.5571,108.2,1.2449,32.77,36.4,1.30616509926855,0.780518264127381,1.51515151515152,0.527815897814842,2.1446
"9358",2006-11-15,2.1475,1.1389,7.8677,5.8236,7.7859,45.26,118.06,941.1,3.645,10.86,6.436,7.0867,7.26,1.5596,108.35,1.2472,32.81,36.51,1.308386759126,0.780762023735166,1.51676020021235,0.529576868082402,2.1446
"9359",2006-11-16,2.149,1.1401,7.8713,5.8222,7.7856,44.82,118.12,937.2,3.645,10.8505,6.4218,7.0709,7.205,1.5575,108.22,1.2467,32.82,36.51,1.30157490563582,0.780762023735166,1.50308131669923,0.529044545550735,2.1446
"9360",2006-11-17,2.164,1.1458,7.8717,5.8159,7.7875,44.75,117.73,938.5,3.65,10.967,6.4541,7.0764,7.285,1.5573,108.8,1.2443,32.92,36.57,1.30106687483737,0.779848709350386,1.50647785477553,0.528094634558513,2.1446
"9361",2006-11-20,2.158,1.1472,7.8694,5.8206,7.7864,44.89,118.16,935.2,3.6485,10.959,6.4568,7.0928,7.23,1.5567,108.7,1.2434,32.92,36.6,1.30174433741213,0.78064012490242,1.49678191887442,0.52734272003375,2.1446
"9362",2006-11-21,2.164,1.1474,7.8683,5.8122,7.7859,44.77,118,935,3.6485,10.9973,6.4485,7.1004,7.2545,1.5583,107.15,1.2419,32.84,36.57,1.29988301052905,0.779787897691828,1.49476831091181,0.526759376316898,2.1446
"9363",2006-11-22,2.162,1.1414,7.8731,5.7676,7.7864,44.62,116.61,933.6,3.643,10.9705,6.3832,7.0201,7.146,1.5526,106.95,1.2276,32.81,36.55,1.28899200824955,0.773514851485149,1.4883167137967,0.522329589971272,2.1446
"9365",2006-11-24,2.1659,1.1346,7.8515,5.6977,7.7759,44.59,115.93,931.8,3.633,11.0225,6.3123,6.9128,7.16,1.5502,107.1,1.2114,32.77,36.5,1.28501670521717,0.764467548352572,1.48986889153754,0.517732332384157,2.1446
"9366",2006-11-27,2.1805,1.133,7.8426,5.6802,7.7761,44.56,116.12,930.3,3.636,11.0536,6.3098,6.8906,7.097,1.5494,108,1.2083,32.7,36.41,1.28452151573539,0.76219512195122,1.49298297999403,0.516315572077654,2.1446
"9367",2006-11-28,2.185,1.131,7.844,5.6617,7.7753,44.58,116.14,930.5,3.638,11.0331,6.3053,6.8977,7.1625,1.5498,108,1.2062,32.67,36.25,1.2779552715655,0.759762953958365,1.478633742422,0.513347022587269,2.1446
"9368",2006-11-29,2.1775,1.1356,7.8303,5.6684,7.7751,44.54,116.29,930.4,3.625,11.011,6.2675,6.9131,7.14,1.5446,108,1.2098,32.49,35.99,1.27616130678918,0.760687661646128,1.47188695908154,0.513030987071619,2.1446
"9369",2006-11-30,2.1665,1.1413,7.834,5.6214,7.7779,44.59,115.55,929,3.616,11,6.1522,6.8331,7.15,1.5373,108,1.1966,32.35,35.86,1.26646403242148,0.75409094336777,1.45985401459854,0.507794647844412,2.1446
"9370",2006-12-01,2.161,1.1445,7.835,5.597,7.7748,44.5,115.33,928.3,3.591,10.986,6.1337,6.7674,7.145,1.5397,108.1,1.1947,32.34,35.8,1.26358352287086,0.750976269149895,1.46134736226801,0.505203597049611,2.1446
"9371",2006-12-04,2.1675,1.1454,7.8274,5.5953,7.7722,44.49,115.37,927.1,3.5875,10.9631,6.1375,6.7719,7.155,1.54,108.1,1.1947,32.39,35.75,1.26678489992399,0.750356419299167,1.44801621778164,0.505356781888013,2.1446
"9372",2006-12-05,2.155,1.1415,7.8217,5.5948,7.7709,44.42,114.98,924.1,3.555,10.8885,6.1005,6.7883,7.118,1.539,107.71,1.1911,32.29,35.54,1.27177921912756,0.750356419299167,1.45687645687646,0.506431682366049,2.1446
"9373",2006-12-06,2.1474,1.1468,7.8224,5.603,7.77,44.6,115.07,915.7,3.547,10.861,6.1004,6.8134,7.0825,1.5383,107.65,1.1933,32.29,35.65,1.26968004062976,0.751484181257985,1.4600671630895,0.507820434694292,2.1446
"9374",2006-12-07,2.141,1.1482,7.8226,5.6067,7.7665,44.52,115.13,913.7,3.541,10.8675,6.0932,6.7951,7.03,1.5376,107.65,1.1953,32.27,35.55,1.2643823492224,0.752105896510229,1.44780657304184,0.509476258406358,2.1446
"9375",2006-12-08,2.1382,1.1499,7.8235,5.6417,7.7736,44.53,116.23,919.8,3.546,10.8525,6.145,6.8525,7.05,1.5442,108.02,1.2039,32.39,35.55,1.2721027859051,0.756715853197125,1.4494854326714,0.51114291555919,2.1446
"9376",2006-12-11,2.136,1.1474,7.834,5.6376,7.7733,44.69,117.02,925.4,3.5555,10.8365,6.1416,6.8617,7.051,1.5436,108.55,1.2036,32.49,35.56,1.27534753220253,0.756258035241624,1.45285485979951,0.511456628477905,2.1446
"9377",2006-12-12,2.149,1.1546,7.8283,5.6332,7.7731,44.7,117.15,922.3,3.538,10.8451,6.1551,6.8172,6.991,1.5428,108.2,1.203,32.48,35.27,1.2745347947999,0.755686541222701,1.44843568945539,0.508776392775375,2.1446
"9378",2006-12-13,2.1427,1.1544,7.8265,5.6395,7.7712,44.68,117.43,922.1,3.543,10.826,6.1756,6.8475,6.98,1.5392,108.07,1.2063,32.56,35.23,1.271132579128,0.756715853197125,1.44822592324403,0.508569394293851,2.1446
"9379",2006-12-14,2.141,1.1565,7.8229,5.6579,7.7708,44.56,117.61,920.5,3.5435,10.792,6.1918,6.8722,6.975,1.5394,108.12,1.2126,32.53,35.19,1.27551,0.7590709,1.448436,0.5090095,2.1446
"9380",2006-12-15,2.145,1.1574,7.8265,5.6913,7.7721,44.54,117.84,922.8,3.549,10.7675,6.236,6.9058,6.995,1.5414,107.75,1.2207,32.58,35.19,1.277792,0.7636502,1.447807,0.5118231,2.1446
"9381",2006-12-18,2.146,1.1571,7.8192,5.6999,7.7725,44.63,118.14,926.9,3.553,10.8175,6.2325,6.9204,7.024,1.5456,107.52,1.2243,32.6,35.81,1.282874,0.7649354,1.449485,0.5139274,2.1446
"9382",2006-12-19,2.1575,1.1557,7.8243,5.6483,7.7752,44.61,117.93,931.6,3.5738,10.847,6.174,6.8297,7.0175,1.5411,107.53,1.2141,32.74,35.92,1.275022,0.7579203,1.439263,0.5084918,2.1446
"9383",2006-12-20,2.1565,1.1483,7.8158,5.6542,7.7743,44.55,118.39,925.7,3.542,10.8133,6.1868,6.8318,6.942,1.5388,107.5,1.2169,32.61,36.1,1.272427,0.7585527,1.437815,0.5089577,2.1446
"9384",2006-12-21,2.158,1.1538,7.816,5.6586,7.7756,44.51,118.26,927.2,3.534,10.842,6.1926,6.8066,7.01,1.5428,107.5,1.2165,32.55,36.5,1.273561,0.7590133,1.43575,0.509632,2.1446
"9385",2006-12-22,2.15,1.1575,7.8153,5.6751,7.7771,44.37,118.9,928.3,3.532,10.858,6.2443,6.8423,7,1.5416,107.52,1.2207,32.55,36.31,1.277139,0.7615566,1.429593,0.5109862,2.1446
"9387",2006-12-26,2.143,1.1596,7.8199,5.6755,7.7787,44.32,118.93,929.6,3.537,10.8725,6.2447,6.8725,7.043,1.5403,107.58,1.22,32.65,35.87,1.277302,0.7614986,1.427756,0.5110384,2.1446
"9388",2006-12-27,2.1472,1.161,7.8215,5.6797,7.7741,44.2,118.76,929.1,3.53,10.882,6.276,6.8892,7.043,1.5377,107.7,1.2253,32.68,35.77,1.275348,0.7619048,1.423488,0.5110907,2.1446
"9389",2006-12-28,2.136,1.1599,7.8116,5.6676,7.7719,44.14,118.95,929.4,3.5295,10.874,6.262,6.8755,7,1.5344,107.62,1.2207,32.65,35.22,1.268875,0.7599939,1.417033,0.509658,2.1446
"9390",2006-12-29,2.1342,1.1652,7.8041,5.6479,7.7771,44.11,119.02,930,3.527,10.7995,6.2287,6.8342,7.0375,1.5338,107.42,1.2195,32.59,36.1,1.268392,0.757748,1.419245,0.5105688,2.1446
"9392",2007-01-02,2.134,1.1647,7.8051,5.6119,7.7797,44.13,118.83,925.4,3.53,10.779,6.1809,6.7818,6.882,1.5316,107.62,1.2125,32.38,35.5,1.256281,0.752672,1.411632,0.5066883,2.1446
"9393",2007-01-03,2.139,1.1699,7.8051,5.6589,7.7867,44.24,119.58,926,3.51,10.765,6.2598,6.8539,6.93,1.534,107.65,1.2263,32.4,35.45,1.263584,0.7593591,1.418037,0.5128731,2.1446
"9394",2007-01-04,2.142,1.1766,7.809,5.6913,7.7885,44.16,119.28,931.3,3.52,10.8675,6.3229,6.9335,7.073,1.5383,108.65,1.2314,32.53,35.7,1.272427,0.7637086,1.43246,0.5143239,2.1446
"9395",2007-01-05,2.1505,1.1753,7.8047,5.7302,7.7908,44.2,118.77,934.1,3.511,10.959,6.3513,6.9744,7.233,1.5377,108.7,1.2366,32.61,35.7,1.282545,0.768935,1.454757,0.5180005,2.1446
"9396",2007-01-08,2.15,1.1777,7.8127,5.7207,7.7946,44.32,118.49,937.9,3.5125,10.9735,6.3592,6.9972,7.251,1.5362,108.76,1.2357,32.67,35.5,1.279918,0.7678722,1.453488,0.5158628,2.1446
"9397",2007-01-09,2.152,1.1782,7.8055,5.7359,7.7974,44.27,119.45,938.3,3.507,11.0245,6.3536,7.0232,7.3235,1.5361,108.55,1.2417,32.69,35.89,1.282874,0.7695267,1.450116,0.5154639,2.1446
"9398",2007-01-10,2.1516,1.177,7.8075,5.7581,7.7983,44.44,119.52,937.7,3.514,11.02,6.4363,7.0542,7.32,1.5382,108.45,1.2459,32.75,35.96,1.287664,0.7727975,1.454757,0.5172235,2.1446
"9399",2007-01-11,2.145,1.1761,7.7945,5.7756,7.7977,44.49,120.49,938.6,3.517,10.959,6.4728,7.0829,7.26,1.5426,108.5,1.2482,32.83,35.86,1.278282,0.7749535,1.443418,0.5144298,2.1446
